Ticker,Market Cap,Date,Close Price,Price change,Volume / Avg,Last max price,Last max volume,Close / SMA50,Close / SMA150,Close / SMA200,SMA50 / SMA150,SMA50 / SMA200,SMA150 / SMA200,Trending up,Beta,Max mov5,Max mov30,VIX,VIX SMA20,Close / SMA10,Sell Date,Holding Duration,Profit,Sell reason
CCI, 45.11B,2018-02-01,  83.57$,  0.26,  1.41,3650,3,  1.04,  1.08,  1.11,  1.05,  1.07,  1.02,  1.02,0.906,  2.50,  4.98, 13.47, 12.19,  1.03,2018-12-24,326,-4.4753%,"10.0 loss, max: 6.98%"
ZBH, 22.35B,2018-02-01, 117.80$,  0.84,  1.22,132,1,  1.07,  1.08,  1.07,  1.01,  1.00,  0.99,  1.00,1.039,  1.14,  6.07, 13.47, 12.19,  1.02,2018-03-01,28,-11.4177%,"10.0 loss, max: 0.00%"
NKE, 93.61B,2018-02-15,  62.77$,  0.50,  0.75,3650,1,  1.06,  1.17,  1.19,  1.10,  1.13,  1.02,  1.02,1.021,  3.17,  4.82, 19.13, 25.82,  1.04,2018-08-20,186,21.0292%,"20.0 gain, min: -5.83%"
ZTS, 73.04B,2018-02-20,  76.35$,  0.78,  1.45,3650,1,  1.08,  1.18,  1.21,  1.10,  1.12,  1.02,  1.04,0.941,  5.43,  5.43, 20.60, 26.60,  1.08,2018-12-17,300,6.1559%,"10.0 loss, max: 18.91%"
IBKR, 69.61B,2018-02-21,  65.56$,  0.92,  1.04,3650,2,  1.10,  1.32,  1.43,  1.20,  1.30,  1.08,  1.07,0.991,  0.92,  4.97, 20.02, 24.93,  1.06,2018-03-23,30,-3.2032%,"10.0 loss, max: 7.84%"
CP, 64.86B,2018-02-26,  35.46$,  0.74,  0.78,3650,2,  1.03,  1.10,  1.13,  1.07,  1.09,  1.02,  1.02,0.775,  1.15,  5.95, 15.80, 21.33,  1.04,2018-10-18,234,7.0220%,"10.0 loss, max: 19.32%"
LHX, 39.00B,2018-02-26, 139.02$,  0.47,  0.73,3650,2,  1.08,  1.18,  1.23,  1.09,  1.14,  1.05,  1.04,0.741,  0.51,  6.19, 15.80, 21.33,  1.02,2018-05-01,64,-4.5101%,"10.0 loss, max: 6.32%"
MTB, 28.80B,2018-03-06, 157.57$,  0.82,  0.80,3650,1,  1.07,  1.17,  1.18,  1.10,  1.11,  1.01,  1.02,0.728,  1.54,  4.96, 18.36, 19.09,  1.02,2018-05-29,84,-12.0772%,"10.0 loss, max: 0.76%"
CNA, 13.57B,2018-03-08,  31.61$,  0.67,  0.86,3650,1,  1.04,  1.06,  1.08,  1.02,  1.04,  1.02,  1.02,0.679,  0.91,  5.54, 16.54, 18.64,  1.03,2018-05-29,82,-10.2499%,"10.0 loss, max: 1.61%"
MKC, 21.84B,2018-03-09,  48.84$,  0.83,  1.28,3650,6,  1.06,  1.11,  1.11,  1.04,  1.05,  1.00,  1.01,0.711,  0.83,  5.00, 14.64, 18.42,  1.02,2018-09-10,185,20.1065%,"20.0 gain, min: -8.62%"
EA, 37.59B,2018-03-15, 125.96$,  0.90,  0.70,3650,1,  1.07,  1.11,  1.12,  1.04,  1.05,  1.01,  1.02,0.783,  1.22,  6.95, 16.59, 17.75,  1.02,2018-07-27,134,3.6361%,"10.0 loss, max: 15.35%"
IEX, 13.67B,2018-03-16, 135.89$,  0.56,  1.75,3650,24,  1.07,  1.14,  1.18,  1.07,  1.11,  1.03,  1.03,0.982,  0.56,  4.75, 15.80, 17.16,  1.03,2018-04-30,45,-9.5224%,"10.0 loss, max: 1.79%"
DPZ, 15.33B,2018-03-28, 216.77$,  0.99,  0.70,3650,1,  1.06,  1.18,  1.18,  1.11,  1.10,  0.99,  1.01,1.063,  2.04,  6.03, 22.87, 19.64,  1.02,2018-06-18,82,20.7086%,"20.0 gain, min: -1.52%"
EL, 23.53B,2018-04-04, 138.34$,  0.75,  1.08,3650,4,  1.07,  1.20,  1.27,  1.12,  1.19,  1.06,  1.05,1.071,  1.37,  3.06, 20.06, 21.54,  1.02,2018-05-02,28,-11.9055%,"10.0 loss, max: 1.73%"
WRB, 27.03B,2018-04-05,  18.67$,  0.11,  0.72,3650,1,  1.04,  1.07,  1.07,  1.03,  1.03,  1.00,  1.01,0.641,  1.59,  3.37, 18.94, 21.72,  1.02,2018-12-21,259,-0.4285%,"10.0 loss, max: 10.82%"
AMX, 44.11B,2018-04-10,  16.46$,  0.67,  1.63,3650,1,  1.04,  1.09,  1.10,  1.05,  1.06,  1.01,  1.02,0.324,  0.67,  4.81, 20.47, 21.34,  1.02,2018-05-04,24,-9.4168%,"10.0 loss, max: 1.40%"
RBA, 18.14B,2018-04-18,  29.29$,  0.38,  0.50,287,3,  1.04,  1.12,  1.13,  1.07,  1.09,  1.02,  1.01,0.937,  0.62,  4.71, 15.60, 19.07,  1.02,2018-07-24,97,-3.8580%,"10.0 loss, max: 7.34%"
VRSN, 23.74B,2018-04-18, 126.64$,  0.70,  1.29,3650,15,  1.07,  1.12,  1.15,  1.04,  1.07,  1.03,  1.03,0.872,  1.59,  4.34, 15.60, 19.07,  1.05,2018-08-06,110,20.0726%,"20.0 gain, min: -7.28%"
GIB, 22.05B,2018-05-03,  59.65$,  0.83,  1.50,3650,1,  1.03,  1.08,  1.10,  1.05,  1.07,  1.02,  1.01,0.843,  2.21,  3.20, 15.90, 16.41,  1.03,2018-10-10,160,-0.6370%,"10.0 loss, max: 11.10%"
CCJ, 18.24B,2018-05-10,  11.15$,  0.54,  0.50,272,1,  1.17,  1.21,  1.20,  1.04,  1.03,  0.99,  1.01,1.03,  1.09,  5.86, 13.23, 15.26,  1.04,2018-05-31,21,-9.8655%,"10.0 loss, max: 0.72%"
PCTY, 10.41B,2018-05-10,  58.25$,  0.54,  0.64,3650,1,  1.09,  1.17,  1.19,  1.07,  1.08,  1.02,  1.02,0.945,  1.92,  6.60, 13.23, 15.26,  1.05,2018-07-30,81,-0.6867%,"10.0 loss, max: 12.98%"
CQP, 30.95B,2018-05-14,  20.02$,  0.86,  1.15,3650,1,  1.07,  1.11,  1.13,  1.04,  1.05,  1.02,  1.00,0.681,  1.28,  3.85, 12.93, 14.68,  1.02,2018-07-31,78,20.5794%,"20.0 gain, min: 0.00%"
LNG, 50.60B,2018-05-14,  60.50$,  0.50,  0.96,3650,2,  1.12,  1.18,  1.24,  1.06,  1.11,  1.05,  1.03,0.939,  0.70,  5.89, 12.93, 14.68,  1.03,2018-07-16,63,-2.7273%,"10.0 loss, max: 9.59%"
VRSN, 23.74B,2018-05-14, 126.65$,  0.80,  2.12,3650,14,  1.05,  1.10,  1.13,  1.05,  1.08,  1.03,  1.02,0.872,  1.02,  4.75, 12.93, 14.68,  1.04,2018-08-06,84,20.0632%,"20.0 gain, min: 0.00%"
CDW, 21.40B,2018-05-17,  72.79$,  0.34,  0.62,3650,2,  1.08,  1.11,  1.14,  1.03,  1.06,  1.03,  1.02,1.004,  0.69,  6.61, 13.43, 14.04,  1.02,2018-10-11,147,2.3767%,"10.0 loss, max: 14.82%"
NKE, 93.61B,2018-05-21,  65.81$,  0.09,  0.73,3650,1,  1.06,  1.12,  1.17,  1.06,  1.10,  1.04,  1.02,1.021,  0.56,  4.82, 13.08, 13.66,  1.03,2018-09-18,120,20.0729%,"20.0 gain, min: -0.65%"
NBIX, 11.28B,2018-05-23,  94.08$,  0.71,  0.56,3650,1,  1.13,  1.19,  1.28,  1.06,  1.14,  1.07,  1.06,0.353,  1.91,  6.49, 12.58, 13.34,  1.03,2018-08-01,70,20.6952%,"20.0 gain, min: 0.00%"
PEG, 40.70B,2018-05-25,  41.34$,  0.90,  0.60,3650,1,  1.04,  1.05,  1.08,  1.01,  1.03,  1.02,  1.02,0.617,  1.61,  3.00, 13.22, 13.19,  1.04,2018-12-24,212,-2.3222%,"10.0 loss, max: 9.46%"
RBA, 18.14B,2018-05-25,  29.84$,  0.47,  0.67,356,5,  1.05,  1.11,  1.13,  1.06,  1.08,  1.01,  1.02,0.937,  2.24,  3.81, 13.22, 13.19,  1.03,2018-07-24,60,-5.6300%,"10.0 loss, max: 5.36%"
EXR, 32.20B,2018-05-29,  74.24$,  0.53,  1.09,3650,2,  1.07,  1.12,  1.15,  1.04,  1.07,  1.02,  1.02,0.918,  1.44,  3.65, 17.02, 13.25,  1.03,2018-09-07,101,-4.9300%,"10.0 loss, max: 6.49%"
PSA, 51.64B,2018-06-07, 161.79$,  0.72,  0.87,281,5,  1.06,  1.07,  1.07,  1.02,  1.01,  0.99,  1.01,0.73,  0.72,  3.69, 12.13, 13.60,  1.02,2018-09-07,92,-1.8975%,"10.0 loss, max: 9.17%"
LYB, 22.58B,2018-06-08,  79.87$,  0.47,  0.75,91,1,  1.09,  1.10,  1.13,  1.00,  1.04,  1.03,  1.03,1.071,  2.26,  5.13, 12.18, 13.55,  1.04,2018-07-16,38,-10.0538%,"10.0 loss, max: 0.00%"
ADI, 99.97B,2018-06-12,  89.92$,  0.63,  0.71,3650,2,  1.10,  1.13,  1.15,  1.03,  1.04,  1.02,  1.02,1.072,  0.88,  6.17, 12.34, 13.43,  1.03,2018-09-12,92,-10.3536%,"10.0 loss, max: 0.00%"
BAX, 17.31B,2018-06-12,  66.76$,  0.21,  1.12,3650,4,  1.09,  1.12,  1.14,  1.03,  1.05,  1.02,  1.02,0.603,  0.58,  5.22, 12.34, 13.43,  1.03,2018-10-19,129,-7.5794%,"10.0 loss, max: 3.52%"
MSI, 72.28B,2018-06-13, 103.04$,  0.30,  0.55,3650,2,  1.04,  1.12,  1.16,  1.07,  1.11,  1.04,  1.02,1.043,  0.69,  4.78, 12.94, 12.96,  1.02,2018-10-29,138,3.9208%,"10.0 loss, max: 15.54%"
CAG, 12.67B,2018-06-14,  29.99$,  0.67,  0.59,251,1,  1.03,  1.04,  1.07,  1.01,  1.04,  1.02,  1.01,0.173,  0.67,  3.09, 12.12, 12.76,  1.02,2018-07-02,18,-8.3028%,"10.0 loss, max: 1.93%"
PEG, 40.70B,2018-06-15,  41.81$,  0.58,  1.43,3650,11,  1.04,  1.06,  1.08,  1.02,  1.04,  1.02,  1.01,0.617,  0.85,  3.00, 11.98, 12.43,  1.02,2018-12-24,191,-3.4202%,"10.0 loss, max: 8.23%"
RSG, 74.49B,2018-06-15,  62.73$,  0.92,  1.27,3650,4,  1.04,  1.06,  1.06,  1.01,  1.02,  1.01,  1.01,0.738,  0.98,  4.84, 11.98, 12.43,  1.02,2018-12-24,191,0.0000%,"10.0 loss, max: 11.84%"
FE, 23.10B,2018-06-18,  26.38$,  0.15,  0.69,3650,1,  1.03,  1.07,  1.08,  1.04,  1.05,  1.01,  1.01,0.466,  1.92,  2.68, 12.31, 12.28,  1.03,2019-02-22,248,20.6975%,"20.0 gain, min: -0.57%"
FDS, 17.07B,2018-06-20, 202.41$,  0.88,  0.82,3650,3,  1.08,  1.08,  1.12,  1.00,  1.03,  1.03,  1.03,0.762,  0.88,  3.93, 12.79, 12.33,  1.02,2018-10-15,117,-1.6798%,"10.0 loss, max: 9.25%"
FE, 23.10B,2018-07-05,  27.83$,  0.61,  0.56,3650,2,  1.07,  1.12,  1.13,  1.05,  1.06,  1.01,  1.01,0.466,  0.88,  3.15, 14.97, 15.70,  1.02,2019-05-13,312,20.3378%,"20.0 gain, min: -5.75%"
HUM, 31.93B,2018-07-06, 293.03$,  0.93,  0.83,3650,7,  1.05,  1.12,  1.15,  1.06,  1.10,  1.03,  1.02,0.578,  1.76,  4.41, 13.37, 15.92,  1.03,2018-11-15,131,3.0645%,"10.0 loss, max: 14.72%"
JKHY, 13.02B,2018-07-06, 123.57$,  0.79,  0.73,3650,1,  1.06,  1.10,  1.13,  1.03,  1.06,  1.03,  1.03,0.655,  0.89,  2.89, 13.37, 15.92,  1.02,2018-09-11,67,20.3690%,"20.0 gain, min: 0.00%"
JNPR, 12.03B,2018-07-06,  23.03$,  0.52,  0.66,110,1,  1.05,  1.06,  1.06,  1.01,  1.01,  1.00,  1.00,0.852,  2.14,  4.04, 13.37, 15.92,  1.03,2018-10-11,97,-3.6040%,"10.0 loss, max: 7.90%"
CNI, 61.17B,2018-07-10,  78.79$,  0.99,  0.88,3650,1,  1.05,  1.08,  1.08,  1.04,  1.03,  1.00,  1.00,0.644,  2.64,  3.02, 12.64, 15.69,  1.05,2018-10-25,107,-3.5538%,"10.0 loss, max: 7.98%"
RMD, 32.30B,2018-07-10, 101.27$,  0.72,  1.18,3650,3,  1.05,  1.12,  1.17,  1.07,  1.12,  1.04,  1.03,0.737,  1.49,  2.97, 12.64, 15.69,  1.03,2018-10-10,92,-4.1473%,"10.0 loss, max: 7.36%"
BDX, 65.32B,2018-07-12, 218.78$,  0.86,  0.55,3650,1,  1.07,  1.10,  1.12,  1.02,  1.04,  1.02,  1.02,0.379,  0.86,  2.88, 12.58, 14.99,  1.02,2018-10-22,102,-4.3423%,"10.0 loss, max: 7.46%"
CHD, 26.85B,2018-07-12,  50.64$,  0.50,  0.94,3650,1,  1.12,  1.12,  1.14,  1.01,  1.02,  1.02,  1.01,0.565,  1.91,  5.90, 12.58, 14.99,  1.02,2018-11-02,113,20.7346%,"20.0 gain, min: -2.07%"
BRO, 35.24B,2018-07-16,  27.54$,  0.92,  0.51,3650,2,  1.04,  1.09,  1.11,  1.05,  1.07,  1.02,  1.02,0.856,  0.92,  3.09, 12.83, 13.99,  1.02,2018-10-11,87,-2.8686%,"10.0 loss, max: 8.28%"
GRMN, 41.11B,2018-07-16,  54.07$,  0.33,  0.82,101,2,  1.05,  1.06,  1.07,  1.01,  1.02,  1.01,  1.02,0.974,  1.26,  5.02, 12.83, 13.99,  1.03,2018-10-11,87,0.0370%,"10.0 loss, max: 11.28%"
CNC, 29.78B,2018-07-19,  67.62$,  0.91,  0.58,3650,2,  1.11,  1.22,  1.26,  1.10,  1.14,  1.03,  1.04,0.397,  0.91,  6.52, 12.87, 12.91,  1.03,2018-10-24,97,-4.2295%,"10.0 loss, max: 8.61%"
CNI, 61.17B,2018-07-19,  79.81$,  0.72,  0.77,3650,1,  1.05,  1.09,  1.09,  1.05,  1.04,  1.00,  1.00,0.644,  1.60,  3.02, 12.87, 12.91,  1.02,2018-10-25,98,-4.7864%,"10.0 loss, max: 6.60%"
AJG, 87.14B,2018-07-23,  64.44$,  0.56,  0.96,91,2,  1.06,  1.06,  1.07,  1.00,  1.02,  1.01,  1.01,0.755,  0.56,  3.68, 12.62, 12.64,  1.02,2018-12-24,153,-1.4587%,"10.0 loss, max: 11.34%"
TYL, 24.93B,2018-07-23, 240.73$,  0.96,  0.45,3650,1,  1.04,  1.13,  1.18,  1.09,  1.13,  1.04,  1.03,0.8,  0.96,  3.24, 12.62, 12.64,  1.02,2018-10-05,74,-6.3847%,"10.0 loss, max: 4.18%"
CP, 64.86B,2018-07-26,  37.06$,  0.76,  0.86,3650,1,  1.04,  1.07,  1.09,  1.03,  1.04,  1.01,  1.01,0.775,  2.17,  3.50, 12.14, 12.48,  1.03,2018-10-18,84,2.4015%,"10.0 loss, max: 14.17%"
CQP, 30.95B,2018-07-26,  23.52$,  0.60,  0.83,3650,5,  1.05,  1.18,  1.23,  1.13,  1.17,  1.04,  1.04,0.681,  1.26,  4.24, 12.14, 12.48,  1.02,2018-10-22,88,-1.7857%,"10.0 loss, max: 9.14%"
IEX, 13.67B,2018-07-26, 139.19$,  0.89,  1.90,3650,1,  1.08,  1.09,  1.11,  1.01,  1.03,  1.02,  1.01,0.982,  6.76,  6.76, 12.14, 12.48,  1.08,2018-10-10,76,-6.8180%,"10.0 loss, max: 4.25%"
RVTY, 12.69B,2018-07-26,  78.11$,  0.17,  2.41,121,60,  1.05,  1.05,  1.06,  1.00,  1.01,  1.01,  1.01,1.066,  1.39,  3.55, 12.14, 12.48,  1.03,2018-09-13,49,21.2649%,"20.0 gain, min: -2.04%"
RSG, 74.49B,2018-08-01,  65.60$,  0.31,  1.62,3650,3,  1.06,  1.08,  1.10,  1.02,  1.04,  1.01,  1.01,0.738,  1.30,  4.46, 13.15, 12.74,  1.04,2018-12-24,144,-4.3750%,"10.0 loss, max: 6.95%"
RVTY, 12.69B,2018-08-01,  78.64$,  0.91,  1.32,126,4,  1.05,  1.05,  1.07,  1.00,  1.02,  1.01,  1.01,1.066,  1.84,  3.55, 13.15, 12.74,  1.02,2018-09-13,43,20.4476%,"20.0 gain, min: 0.00%"
NI, 18.76B,2018-08-06,  21.54$,  0.80,  1.14,170,2,  1.06,  1.11,  1.09,  1.05,  1.03,  0.98,  1.00,0.499,  1.49,  3.53, 11.27, 12.66,  1.03,2018-09-14,39,-7.4745%,"10.0 loss, max: 4.78%"
WDS, 28.48B,2018-08-07,  19.20$,  0.89,  0.45,3650,4,  1.06,  1.10,  1.12,  1.04,  1.06,  1.01,  1.02,0.653,  1.77,  6.03, 10.93, 12.52,  1.03,2018-10-23,77,-10.7813%,"10.0 loss, max: 2.55%"
OHI, 11.02B,2018-08-08,  18.59$,  0.81,  1.07,482,2,  1.04,  1.16,  1.17,  1.11,  1.13,  1.01,  1.00,0.987,  2.64,  2.89, 10.85, 12.37,  1.05,2018-11-28,111,20.1183%,"20.0 gain, min: -1.24%"
EXC, 45.14B,2018-08-14,  24.65$,  0.90,  0.77,3650,1,  1.04,  1.11,  1.10,  1.06,  1.06,  1.00,  1.01,0.58,  0.90,  2.88, 13.31, 12.21,  1.02,2019-07-24,344,7.3022%,"10.0 loss, max: 19.84%"
AMH, 15.84B,2018-08-17,  20.53$,  0.83,  0.62,330,1,  1.04,  1.12,  1.11,  1.07,  1.06,  0.99,  1.00,0.782,  1.46,  2.35, 12.64, 12.53,  1.02,2018-10-10,54,-9.1086%,"10.0 loss, max: 1.07%"
CHD, 26.85B,2018-08-20,  53.34$,  0.85,  1.37,3650,12,  1.07,  1.16,  1.17,  1.08,  1.09,  1.02,  1.02,0.565,  1.41,  5.90, 12.49, 12.63,  1.03,2018-12-13,114,20.4349%,"20.0 gain, min: -4.80%"
SCI, 11.51B,2018-08-20,  37.49$,  0.51,  1.05,3650,1,  1.11,  1.11,  1.12,  1.00,  1.01,  1.01,  1.02,0.912,  0.51,  6.08, 12.49, 12.63,  1.03,2018-12-18,119,-0.6935%,"10.0 loss, max: 12.70%"
GSK, 78.78B,2018-08-21,  30.74$,  0.39,  0.86,3650,3,  1.03,  1.07,  1.11,  1.05,  1.08,  1.03,  1.01,0.286,  1.02,  3.75, 12.86, 12.75,  1.02,2018-12-06,106,-8.7183%,"10.0 loss, max: 2.11%"
ROP, 62.57B,2018-08-21, 292.65$,  0.83,  0.94,3650,1,  1.06,  1.09,  1.11,  1.02,  1.04,  1.02,  1.02,1.056,  1.08,  5.19, 12.86, 12.75,  1.03,2018-10-11,51,-9.8719%,"10.0 loss, max: 2.60%"
FDS, 17.07B,2018-08-24, 210.41$,  0.93,  0.42,3650,1,  1.08,  1.11,  1.12,  1.03,  1.04,  1.01,  1.02,0.762,  0.93,  5.17, 11.99, 13.20,  1.03,2018-10-15,52,-5.4180%,"10.0 loss, max: 5.10%"
CDW, 21.40B,2018-08-27,  81.26$,  0.98,  0.76,3650,1,  1.04,  1.13,  1.16,  1.09,  1.12,  1.03,  1.02,1.004,  0.98,  5.09, 12.16, 13.08,  1.02,2018-10-11,45,-8.2944%,"10.0 loss, max: 2.86%"
COO, 16.75B,2018-08-27,  65.40$,  0.71,  0.70,3650,4,  1.05,  1.11,  1.11,  1.05,  1.06,  1.01,  1.01,1.023,  0.71,  4.40, 12.16, 13.08,  1.02,2018-10-11,45,-4.2966%,"10.0 loss, max: 6.65%"
