Ticker,Market Cap,Close Price,Above SMA20,Above SMA200,Date,Latest Close Price Change,Latest Volume Change avg100,Sell Date,Holding Duration,Profit
ANET,102.14B,  46.40$, 12.10%, 30.56%,2023-07-31, 4.37%,378.92%,2023-08-10,10,-5.7486%
CAT,163.03B, 288.65$, 12.48%, 24.14%,2023-07-31, 5.51%,268.92%,2023-08-14,14,-3.9078%
MELI,105.20B,1323.11$, 11.49%, 18.55%,2023-08-02, 7.42%,232.41%,2023-08-13,11,-2.0097%
PFGC, 12.17B,  62.69$,  4.22%,  6.71%,2023-08-15, 5.41%,256.58%,2023-08-24,9,-2.6958%
PR, 11.34B,  13.18$, 10.41%, 27.03%,2023-08-20, 4.78%,330.31%,2023-09-10,21,6.2974%
WSM, 20.36B,  71.01$,  4.39%, 15.00%,2023-08-22, 7.41%,281.91%,2023-09-05,14,-0.8661%
PDD,170.08B,  93.22$, 12.63%, 17.06%,2023-08-28, 3.15%,281.75%,2023-09-07,10,2.2742%
INSM, 13.89B,  26.37$, 18.56%, 33.78%,2023-09-04, 8.80%,723.50%,2023-09-18,14,-0.2275%
GWRE, 16.31B,  94.15$, 13.58%, 26.77%,2023-09-07, 4.41%,244.81%,2023-09-19,12,-3.0802%
CASY, 15.47B, 266.12$,  8.42%, 15.37%,2023-09-11, 3.83%,261.37%,2023-09-25,14,3.2016%
OWL, 32.53B,  12.89$, 10.83%, 12.82%,2023-09-14, 6.05%,554.28%,2023-09-25,11,-3.1032%
CQP, 30.83B,  57.22$,  8.18%, 14.21%,2023-09-19, 3.32%,239.27%,2023-09-27,8,-4.6313%
WSM, 20.36B,  78.14$,  9.27%, 24.23%,2023-09-24, 7.48%,376.96%,2023-10-04,10,-3.3146%
GD, 72.88B, 238.48$,  7.74%,  6.67%,2023-10-08, 4.10%,208.17%,2023-10-19,11,-1.4844%
LULU, 41.14B, 416.64$,  9.56%, 17.11%,2023-10-15, 3.46%,641.48%,2023-10-24,9,-4.7859%
SPOT,117.98B, 170.63$,  9.39%, 21.83%,2023-10-23, 3.90%,294.51%,2023-10-25,2,-7.1793%
DECK, 18.12B,  96.06$, 13.83%, 18.75%,2023-10-26, 5.41%,390.71%,2023-11-15,19,6.7821%
ANET,102.14B,  50.09$,  6.07%, 23.46%,2023-10-30, 3.03%,238.07%,2023-11-30,30,8.1200%
GRMN, 41.84B, 113.53$,  8.22%, 11.04%,2023-10-31, 6.03%,264.07%,2024-01-01,61,11.4771%
TT, 78.96B, 213.50$,  7.92%, 13.41%,2023-10-31, 6.06%,222.32%,2023-11-26,25,5.8454%
DASH, 81.86B,  87.79$, 15.63%, 24.79%,2023-11-01, 3.08%,277.80%,2023-11-08,6,-3.7134%
PRMB, 12.66B,  14.50$,  8.08%,  1.11%,2023-11-01, 4.76%,244.95%,2023-11-14,12,1.1724%
SHOP,135.56B,  59.70$, 15.52%,  9.73%,2023-11-01, 3.45%,275.50%,2023-12-05,33,19.1625%
GDDY, 25.88B,  85.56$, 14.23%, 14.25%,2023-11-02, 8.98%,215.92%,2023-12-21,48,23.7845%
IT, 32.63B, 386.71$, 11.42%, 14.84%,2023-11-02, 5.72%,301.47%,2023-12-14,41,14.9233%
UBER,155.13B,  49.92$, 12.12%, 25.42%,2023-11-06, 5.85%,302.71%,2023-12-19,43,21.5545%
ZS, 32.73B, 193.85$,  9.89%, 38.02%,2023-11-27, 5.21%,425.36%,2023-12-28,31,14.2946%
KKR,109.85B,  74.74$, 16.26%, 30.81%,2023-11-28, 3.29%,229.87%,2023-12-28,30,10.8510%
PSTG, 16.52B,  37.93$,  5.67%, 17.92%,2023-11-28, 3.48%,211.92%,2023-11-29,1,-12.1803%
WDAY, 67.11B, 263.49$, 15.60%, 24.00%,2023-11-28, 3.19%,417.93%,2023-12-13,15,2.7667%
NUE, 29.27B, 169.97$,  9.26%,  9.10%,2023-11-29, 3.13%,309.65%,2023-12-05,6,-4.5479%
PSX, 51.60B, 128.89$, 10.51%, 21.50%,2023-11-29, 4.79%,202.91%,2023-12-11,12,-2.8474%
WWD, 11.17B, 135.18$,  2.74%, 17.31%,2023-11-29, 3.86%,264.96%,2023-12-06,7,-1.2206%
LULU, 41.14B, 489.64$, 11.98%, 30.24%,2023-12-07, 6.89%,299.91%,2024-01-01,25,3.2146%
VRTX,129.03B, 405.07$, 13.59%, 18.09%,2023-12-12, 7.79%,434.34%,2024-01-23,42,5.5521%
HBAN, 22.28B,  13.18$, 15.22%, 19.98%,2023-12-13, 3.87%,201.23%,2023-12-28,15,-3.4901%
POOL, 12.30B, 396.30$, 11.51%, 13.54%,2023-12-13, 6.28%,216.73%,2024-01-01,19,-2.0565%
BLK,150.32B, 819.00$,  9.73%, 20.44%,2023-12-14, 3.31%,330.20%,2024-01-01,18,-2.2833%
STLD, 19.24B, 124.52$,  8.33%, 17.34%,2023-12-14, 3.47%,344.92%,2023-12-27,13,-4.3688%
NBIX, 11.43B, 128.45$,  8.49%, 22.59%,2023-12-21, 4.33%,207.00%,2024-01-09,19,3.0673%
AVERAGE,,,,,,,,,16.37,1.5444% (40.7407%)
